Time(s),FilteredDistance(m),SafeDistance(m),DistanceError(m),TargetVelocity(m/s),MeasuredVelocity(m/s),VelocityError(m/s),PIDOutput,PWMOutput
261.3,2.871,0.334,2.537,0.35,0.367,-0.017,233.2,233
261.45,2.855,0.334,2.521,0.35,0.366,-0.016,232.5,232
261.6,2.846,0.334,2.512,0.35,0.365,-0.015,231.8,231
261.75,2.837,0.333,2.504,0.35,0.366,-0.016,230.7,230
261.9,2.83,0.333,2.497,0.35,0.364,-0.014,230.3,230
262.05,2.812,0.333,2.48,0.35,0.363,-0.013,229.5,229
262.2,2.791,0.332,2.458,0.35,0.363,-0.013,228.7,228
262.35,2.769,0.332,2.437,0.35,0.362,-0.012,228.3,228
262.5,2.751,0.332,2.419,0.35,0.362,-0.012,227.5,227
262.65,2.733,0.332,2.401,0.35,0.364,-0.014,226.4,226
262.8,2.706,0.332,2.374,0.35,0.366,-0.016,225.2,225
262.95,2.681,0.332,2.349,0.35,0.363,-0.013,225.0,224
263.1,2.659,0.332,2.327,0.35,0.365,-0.015,223.7,223
263.25,2.642,0.332,2.31,0.35,0.362,-0.012,223.4,223
263.4,2.608,0.332,2.277,0.35,0.362,-0.012,222.8,222
263.55,2.587,0.332,2.256,0.35,0.363,-0.013,221.9,221
263.7,2.563,0.331,2.232,0.35,0.361,-0.011,221.7,221
263.85,2.532,0.331,2.201,0.35,0.358,-0.008,221.6,221
264.0,2.507,0.33,2.177,0.35,0.356,-0.006,221.4,221
264.15,2.477,0.33,2.147,0.35,0.357,-0.007,220.8,220
264.3,2.437,0.329,2.107,0.35,0.357,-0.007,220.4,220
264.45,2.397,0.329,2.068,0.35,0.356,-0.006,220.3,220
264.6,2.371,0.329,2.043,0.35,0.357,-0.007,219.6,219
264.75,2.343,0.329,2.015,0.35,0.355,-0.005,219.8,219
264.9,2.306,0.329,1.978,0.35,0.357,-0.007,219.0,218
265.05,2.274,0.329,1.946,0.35,0.358,-0.008,218.4,218
265.2,2.231,0.329,1.903,0.35,0.357,-0.007,218.2,218
265.35,2.199,0.328,1.87,0.35,0.356,-0.006,217.9,217
265.5,2.156,0.328,1.828,0.35,0.356,-0.006,217.5,217
265.65,2.113,0.328,1.785,0.35,0.357,-0.007,217.1,217
265.8,2.081,0.328,1.753,0.35,0.356,-0.006,216.8,216
265.95,2.033,0.328,1.705,0.35,0.357,-0.007,216.3,216
266.1,2.0,0.329,1.672,0.35,0.358,-0.008,215.6,215
266.25,1.953,0.329,1.625,0.35,0.359,-0.009,215.0,214
266.4,1.909,0.329,1.58,0.35,0.358,-0.008,214.8,214
266.55,1.865,0.329,1.536,0.35,0.356,-0.006,214.7,214
266.7,1.828,0.328,1.5,0.35,0.354,-0.004,214.7,214
266.85,1.789,0.328,1.462,0.35,0.354,-0.004,214.5,214
267.0,1.754,0.328,1.427,0.35,0.355,-0.005,214.1,214
267.15,1.719,0.328,1.391,0.35,0.356,-0.006,213.5,213
267.3,1.673,0.328,1.346,0.35,0.354,-0.004,213.7,213
267.45,1.627,0.328,1.299,0.35,0.355,-0.005,213.0,213
267.6,1.579,0.328,1.252,0.35,0.356,-0.006,212.6,212
267.75,1.535,0.328,1.207,0.35,0.354,-0.004,212.8,212
267.9,1.486,0.327,1.159,0.35,0.352,-0.002,213.1,213
268.05,1.441,0.327,1.114,0.35,0.352,-0.002,212.8,212
268.2,1.398,0.327,1.071,0.35,0.351,-0.001,212.9,212
268.35,1.356,0.326,1.03,0.35,0.349,0.001,213.5,213
268.5,1.31,0.325,0.984,0.35,0.346,0.004,214.1,214
268.65,1.27,0.325,0.946,0.35,0.346,0.004,214.3,214
268.8,1.229,0.324,0.904,0.35,0.346,0.004,214.5,214
268.95,1.193,0.324,0.869,0.35,0.347,0.003,214.5,214
269.1,1.149,0.324,0.825,0.35,0.348,0.002,214.4,214
269.25,1.106,0.324,0.782,0.35,0.348,0.002,214.6,214
269.4,1.071,0.324,0.747,0.35,0.348,0.002,214.7,214
269.55,1.024,0.324,0.701,0.35,0.347,0.003,214.9,214
269.7,0.989,0.324,0.666,0.35,0.346,0.004,215.5,215
269.85,0.952,0.323,0.629,0.35,0.343,0.007,216.3,216
270.0,0.919,0.323,0.596,0.35,0.341,0.009,217.1,217
270.15,0.884,0.322,0.563,0.35,0.339,0.011,218.1,218
270.3,0.844,0.321,0.523,0.35,0.338,0.012,219.0,219
270.45,0.811,0.32,0.49,0.35,0.337,0.013,219.8,219
270.6,0.769,0.32,0.449,0.35,0.336,0.014,220.9,220
270.75,0.727,0.319,0.407,0.35,0.337,0.013,221.4,221
270.9,0.688,0.319,0.369,0.35,0.338,0.012,221.9,221
271.05,0.659,0.319,0.34,0.35,0.337,0.013,223.0,222
271.2,0.624,0.319,0.305,0.35,0.336,0.014,223.9,223
271.35,0.588,0.319,0.27,0.35,0.337,0.013,224.4,224
271.5,0.55,0.319,0.232,0.35,0.336,0.014,225.4,225
271.65,0.525,0.318,0.207,0.35,0.336,0.014,226.2,226
271.8,0.5,0.318,0.182,0.35,0.335,0.015,227.4,227
271.95,0.462,0.318,0.144,0.35,0.338,0.012,227.5,227
272.1,0.439,0.319,0.12,0.35,0.338,0.012,228.2,228
272.25,0.417,0.319,0.098,0.35,0.338,0.012,228.9,228
272.4,0.385,0.319,0.066,0.35,0.34,0.01,229.2,229
272.55,0.355,0.319,0.036,0.35,0.341,0.009,229.4,229
272.7,0.331,0.32,0.011,0.35,0.341,0.009,230.0,230
272.85,0.299,0.32,-0.021,0.32,0.34,-0.02,223.4,223
273.0,0.282,0.32,-0.038,0.29,0.341,-0.051,215.6,215
273.15,0.267,0.32,-0.053,0.26,0.341,-0.081,206.3,206
273.3,0.245,0.32,-0.076,0.23,0.341,-0.111,195.5,195
273.45,0.225,0.32,-0.096,0.2,0.342,-0.142,182.3,182
273.6,0.213,0.321,-0.108,0.17,0.343,-0.173,167.6,167
273.75,0.199,0.321,-0.121,0.14,0.341,-0.201,151.7,151
273.9,0.187,0.32,-0.133,0.11,0.336,-0.226,134.7,134
274.05,0.164,0.319,-0.155,0.08,0.333,-0.253,115.7,115
274.2,0.154,0.318,-0.164,0.05,0.328,-0.278,95.8,95
274.35,0.139,0.316,-0.177,0.02,0.322,-0.302,-64.3,0
274.5,0.13,0.314,-0.184,0.0,0.316,-0.316,-67.0,0
274.65,0.119,0.312,-0.193,0.0,0.309,-0.309,-76.3,0
274.8,0.105,0.309,-0.204,0.0,0.302,-0.302,-74.5,0
274.95,0.099,0.306,-0.207,0.0,0.297,-0.297,-73.2,0
275.1,0.087,0.304,-0.216,0.0,0.29,-0.29,-71.6,0
275.25,0.088,0.3,-0.212,0.0,0.282,-0.282,-69.6,0
275.4,0.079,0.298,-0.219,0.0,0.278,-0.278,-68.5,0
275.55,0.08,0.294,-0.214,0.0,0.268,-0.268,-66.1,0
275.7,0.072,0.291,-0.218,0.0,0.26,-0.26,-64.1,0
275.85,0.072,0.287,-0.215,0.0,0.253,-0.253,-62.4,0
276.0,0.071,0.283,-0.213,0.0,0.245,-0.245,-60.5,0
276.15,0.079,0.28,-0.201,0.0,0.238,-0.238,-58.7,0
276.3,0.088,0.276,-0.189,0.0,0.232,-0.232,-57.2,0
276.45,0.088,0.273,-0.186,0.0,0.228,-0.228,-56.3,0
276.6,0.1,0.27,-0.171,0.0,0.222,-0.222,-54.8,0
276.75,0.102,0.267,-0.165,0.0,0.218,-0.218,-53.7,0
276.9,0.104,0.265,-0.16,0.0,0.213,-0.213,-52.4,0
277.05,0.113,0.262,-0.149,0.0,0.206,-0.206,-50.9,0
277.2,0.121,0.259,-0.138,0.0,0.201,-0.201,-42.0,0
277.35,0.143,0.256,-0.113,0.0,0.195,-0.195,-40.8,0
277.5,0.154,0.253,-0.099,0.0,0.189,-0.189,-39.5,0
277.65,0.174,0.251,-0.077,0.0,0.186,-0.186,-38.9,0
277.8,0.188,0.248,-0.06,0.0,0.181,-0.181,-37.8,0
277.95,0.212,0.245,-0.033,0.0,0.174,-0.174,-36.3,0
278.1,0.233,0.243,-0.01,0.0,0.169,-0.169,-35.4,0
278.25,0.246,0.24,0.006,0.227,0.165,0.063,21.7,21
278.4,0.262,0.238,0.024,0.35,0.163,0.187,47.4,47
278.55,0.286,0.236,0.05,0.35,0.16,0.19,54.6,54
278.7,0.309,0.234,0.075,0.35,0.157,0.193,66.3,66
278.85,0.328,0.232,0.096,0.35,0.155,0.195,78.1,78
279.0,0.361,0.231,0.129,0.35,0.156,0.194,89.2,89
279.15,0.385,0.231,0.155,0.35,0.157,0.193,100.3,100
279.3,0.409,0.23,0.179,0.35,0.156,0.194,111.8,111
279.45,0.446,0.229,0.216,0.35,0.155,0.195,123.4,123
279.6,0.473,0.229,0.245,0.35,0.154,0.196,135.1,135
279.75,0.501,0.228,0.273,0.35,0.155,0.195,146.3,146
279.9,0.538,0.229,0.31,0.35,0.159,0.191,156.7,156
280.05,0.568,0.229,0.339,0.35,0.163,0.187,167.0,167
280.2,0.598,0.23,0.367,0.35,0.166,0.184,177.3,177
280.35,0.629,0.231,0.398,0.35,0.167,0.183,188.0,188
280.5,0.671,0.232,0.439,0.35,0.169,0.181,198.3,198
280.65,0.712,0.233,0.479,0.35,0.173,0.177,208.0,208
280.8,0.749,0.234,0.515,0.35,0.177,0.173,217.4,217
280.95,0.779,0.236,0.543,0.35,0.18,0.17,227.0,227
281.1,0.815,0.237,0.578,0.35,0.182,0.168,236.6,236
281.25,0.848,0.239,0.609,0.35,0.188,0.162,244.9,244
281.4,0.891,0.241,0.65,0.35,0.195,0.155,253.0,252
281.55,0.937,0.243,0.694,0.35,0.197,0.153,261.6,255
281.7,0.98,0.245,0.735,0.35,0.201,0.149,260.8,255
281.85,1.02,0.247,0.773,0.35,0.207,0.143,259.5,255
282.0,1.059,0.249,0.809,0.35,0.212,0.138,258.5,255
282.15,1.092,0.251,0.84,0.35,0.216,0.134,257.8,255
282.3,1.132,0.254,0.878,0.35,0.222,0.128,256.3,255
282.45,1.167,0.256,0.911,0.35,0.227,0.123,255.5,255
282.6,1.216,0.258,0.958,0.35,0.229,0.121,255.1,255
282.75,1.256,0.26,0.995,0.35,0.232,0.118,254.3,254
282.9,1.298,0.262,1.036,0.35,0.235,0.115,260.7,255
283.05,1.339,0.264,1.075,0.35,0.238,0.112,259.9,255
283.2,1.384,0.265,1.118,0.35,0.24,0.11,259.6,255
283.35,1.432,0.267,1.165,0.35,0.247,0.103,258.1,255
283.5,1.48,0.269,1.211,0.35,0.251,0.099,257.2,255
283.65,1.52,0.271,1.248,0.35,0.254,0.096,256.5,255
283.8,1.567,0.274,1.294,0.35,0.26,0.09,255.3,255
283.95,1.614,0.276,1.338,0.35,0.266,0.084,254.1,254
284.1,1.661,0.278,1.383,0.35,0.267,0.083,258.9,255
284.25,1.706,0.28,1.427,0.35,0.27,0.08,258.2,255
284.4,1.741,0.282,1.46,0.35,0.275,0.075,257.0,255
284.55,1.781,0.283,1.498,0.35,0.277,0.073,256.9,255
284.7,1.817,0.285,1.532,0.35,0.279,0.071,256.3,255
284.85,1.865,0.286,1.578,0.35,0.283,0.067,255.5,255
285.0,1.911,0.288,1.623,0.35,0.286,0.064,254.9,254
285.15,1.949,0.29,1.659,0.35,0.288,0.062,258.3,255
285.3,1.994,0.291,1.703,0.35,0.292,0.058,257.3,255
285.45,2.036,0.293,1.743,0.35,0.297,0.053,256.2,255
285.6,2.08,0.295,1.785,0.35,0.3,0.05,255.6,255
285.75,2.122,0.296,1.826,0.35,0.303,0.047,255.1,255
285.9,2.152,0.298,1.854,0.35,0.306,0.044,254.5,254
286.05,2.193,0.299,1.894,0.35,0.307,0.043,256.9,255
286.2,2.232,0.3,1.932,0.35,0.307,0.043,257.0,255
286.35,2.259,0.302,1.958,0.35,0.31,0.04,256.0,255
286.5,2.294,0.303,1.991,0.35,0.314,0.036,255.3,255
286.65,2.325,0.304,2.021,0.35,0.316,0.034,254.9,254
286.8,2.362,0.305,2.057,0.35,0.317,0.033,256.7,255
286.95,2.393,0.307,2.086,0.35,0.32,0.03,256.0,255
287.1,2.431,0.308,2.123,0.35,0.321,0.029,255.8,255
287.25,2.46,0.308,2.151,0.35,0.323,0.027,255.6,255
287.4,2.49,0.31,2.181,0.35,0.327,0.023,254.6,254
287.55,2.519,0.311,2.209,0.35,0.328,0.022,255.7,255
287.7,2.548,0.312,2.236,0.35,0.332,0.018,254.8,254
287.85,2.572,0.314,2.259,0.35,0.336,0.014,255.0,255
288.0,2.604,0.315,2.289,0.35,0.338,0.012,254.7,254
288.15,2.63,0.316,2.314,0.35,0.34,0.01,255.0,254
288.3,2.657,0.317,2.339,0.35,0.339,0.011,255.8,255
288.45,2.683,0.318,2.365,0.35,0.338,0.012,256.0,255
288.6,2.699,0.318,2.381,0.35,0.337,0.013,256.2,255
288.75,2.725,0.318,2.406,0.35,0.338,0.012,256.0,255
288.9,2.752,0.319,2.433,0.35,0.34,0.01,255.6,255
289.05,2.766,0.319,2.446,0.35,0.343,0.007,254.9,254
289.2,2.782,0.32,2.461,0.35,0.345,0.005,255.0,254
289.35,2.805,0.321,2.485,0.35,0.344,0.006,255.4,255
289.5,2.821,0.321,2.5,0.35,0.344,0.006,255.5,255
289.65,2.834,0.322,2.513,0.35,0.346,0.004,255.0,254
289.8,2.844,0.322,2.522,0.35,0.349,0.001,254.6,254
289.95,2.861,0.323,2.538,0.35,0.349,0.001,254.8,254
290.1,2.872,0.323,2.549,0.35,0.35,-0.0,254.5,254
290.25,2.885,0.324,2.561,0.35,0.351,-0.001,254.4,254
290.4,2.894,0.325,2.569,0.35,0.354,-0.004,253.7,253
290.55,2.895,0.325,2.57,0.35,0.354,-0.004,253.6,253
290.7,2.9,0.325,2.575,0.35,0.353,-0.003,253.5,253
290.85,2.907,0.326,2.581,0.35,0.356,-0.006,252.5,252
291.0,2.907,0.327,2.58,0.35,0.359,-0.009,251.5,251
291.15,2.911,0.328,2.583,0.35,0.363,-0.013,250.3,250
291.3,2.913,0.329,2.584,0.35,0.364,-0.014,249.3,249
291.45,2.909,0.33,2.579,0.35,0.366,-0.016,248.1,248
291.6,2.915,0.331,2.584,0.35,0.369,-0.019,246.5,246
291.75,2.914,0.332,2.582,0.35,0.369,-0.019,245.5,245
291.9,2.913,0.333,2.58,0.35,0.371,-0.021,243.8,243
292.05,2.903,0.334,2.569,0.35,0.371,-0.021,242.7,242
292.2,2.893,0.334,2.559,0.35,0.37,-0.02,241.7,241
292.35,2.886,0.334,2.552,0.35,0.369,-0.019,240.8,240
292.5,2.884,0.334,2.55,0.35,0.368,-0.018,239.9,239
292.65,2.883,0.334,2.549,0.35,0.368,-0.018,238.8,238
292.8,2.878,0.334,2.544,0.35,0.368,-0.018,237.7,237
292.95,2.866,0.334,2.533,0.35,0.367,-0.017,237.0,236
293.1,2.856,0.334,2.523,0.35,0.366,-0.016,236.2,236
293.25,2.835,0.333,2.502,0.35,0.364,-0.014,235.7,235
293.4,2.825,0.333,2.492,0.35,0.365,-0.015,234.6,234
293.55,2.813,0.333,2.48,0.35,0.364,-0.014,234.0,234
293.7,2.795,0.332,2.463,0.35,0.361,-0.011,233.7,233
293.85,2.78,0.332,2.448,0.35,0.363,-0.013,232.6,232
294.0,2.755,0.332,2.423,0.35,0.365,-0.015,231.4,231
294.15,2.735,0.332,2.403,0.35,0.364,-0.014,230.8,230
294.3,2.714,0.332,2.381,0.35,0.366,-0.016,229.5,229
294.45,2.691,0.332,2.359,0.35,0.366,-0.016,228.7,228
294.6,2.658,0.332,2.326,0.35,0.363,-0.013,228.3,228
294.75,2.632,0.332,2.299,0.35,0.365,-0.015,227.0,227
294.9,2.609,0.333,2.276,0.35,0.367,-0.017,225.7,225
295.05,2.581,0.333,2.248,0.35,0.369,-0.019,224.3,224
295.2,2.546,0.333,2.212,0.35,0.369,-0.019,223.4,223
295.35,2.508,0.334,2.174,0.35,0.369,-0.019,222.3,222
295.5,2.473,0.334,2.139,0.35,0.366,-0.016,221.7,221
295.65,2.44,0.333,2.107,0.35,0.366,-0.016,220.7,220
295.8,2.41,0.333,2.077,0.35,0.365,-0.015,220.1,220
295.95,2.376,0.333,2.043,0.35,0.363,-0.013,219.7,219
296.1,2.338,0.332,2.006,0.35,0.363,-0.013,218.9,218
296.25,2.307,0.332,1.975,0.35,0.365,-0.015,217.7,217
296.4,2.274,0.333,1.942,0.35,0.366,-0.016,216.4,216
296.55,2.245,0.333,1.913,0.35,0.366,-0.016,215.7,215
296.7,2.208,0.333,1.875,0.35,0.366,-0.016,214.7,214
296.85,2.176,0.333,1.843,0.35,0.366,-0.016,213.7,213
297.0,2.14,0.333,1.806,0.35,0.368,-0.018,212.4,212
297.15,2.101,0.333,1.768,0.35,0.369,-0.019,211.1,211
297.3,2.062,0.333,1.729,0.35,0.366,-0.016,210.7,210
297.45,2.02,0.333,1.687,0.35,0.367,-0.017,209.5,209
297.6,1.982,0.333,1.649,0.35,0.365,-0.015,209.0,208
297.75,1.937,0.333,1.604,0.35,0.365,-0.015,208.0,208
297.9,1.9,0.333,1.567,0.35,0.364,-0.014,207.4,207
298.05,1.857,0.333,1.524,0.35,0.366,-0.016,206.2,206
298.2,1.814,0.333,1.481,0.35,0.366,-0.016,205.1,205
298.35,1.769,0.333,1.436,0.35,0.365,-0.015,204.6,204
298.5,1.725,0.333,1.392,0.35,0.364,-0.014,203.8,203
298.65,1.69,0.332,1.358,0.35,0.362,-0.012,203.4,203
298.8,1.639,0.332,1.308,0.35,0.362,-0.012,202.8,202
298.95,1.6,0.331,1.269,0.35,0.359,-0.009,202.8,202
299.1,1.551,0.331,1.22,0.35,0.36,-0.01,201.9,201
299.25,1.509,0.33,1.179,0.35,0.356,-0.006,202.2,202
299.4,1.463,0.33,1.134,0.35,0.355,-0.005,202.0,201
299.55,1.42,0.329,1.091,0.35,0.353,-0.003,202.1,202
299.7,1.377,0.328,1.048,0.35,0.354,-0.004,201.6,201
299.85,1.33,0.328,1.002,0.35,0.354,-0.004,201.4,201
300.0,1.288,0.328,0.96,0.35,0.353,-0.003,201.6,201
300.15,1.25,0.327,0.923,0.35,0.351,-0.001,201.7,201
300.3,1.207,0.327,0.88,0.35,0.349,0.001,202.0,202
300.45,1.17,0.326,0.844,0.35,0.348,0.002,202.5,202
300.6,1.13,0.325,0.805,0.35,0.344,0.006,203.3,203
300.75,1.087,0.324,0.763,0.35,0.345,0.005,203.3,203
300.9,1.049,0.324,0.725,0.35,0.346,0.004,203.4,203
301.05,1.006,0.324,0.682,0.35,0.348,0.002,203.3,203
301.2,0.968,0.324,0.644,0.35,0.347,0.003,203.7,203
301.35,0.923,0.324,0.599,0.35,0.346,0.004,204.0,204
301.5,0.88,0.323,0.557,0.35,0.345,0.005,204.4,204
301.65,0.84,0.323,0.517,0.35,0.342,0.008,205.4,205
301.8,0.8,0.322,0.478,0.35,0.341,0.009,206.0,206
301.95,0.764,0.322,0.442,0.35,0.342,0.008,206.4,206
302.1,0.73,0.322,0.408,0.35,0.343,0.007,206.7,206
302.25,0.697,0.321,0.375,0.35,0.341,0.009,207.4,207
302.4,0.658,0.321,0.337,0.35,0.342,0.008,207.8,207
302.55,0.629,0.321,0.308,0.35,0.342,0.008,208.3,208
302.7,0.594,0.321,0.273,0.35,0.341,0.009,209.0,209
302.85,0.562,0.321,0.241,0.35,0.341,0.009,209.4,209
303.0,0.533,0.321,0.212,0.35,0.341,0.009,209.9,209
303.15,0.508,0.321,0.187,0.35,0.342,0.008,210.2,210
303.3,0.47,0.321,0.149,0.35,0.342,0.008,210.8,210
303.45,0.437,0.321,0.116,0.35,0.342,0.008,211.2,211
303.6,0.403,0.321,0.082,0.35,0.343,0.007,211.6,211
303.75,0.371,0.321,0.05,0.35,0.341,0.009,212.5,212
303.9,0.353,0.321,0.032,0.35,0.342,0.008,212.6,212
304.05,0.324,0.321,0.003,0.35,0.342,0.008,213.2,213
304.2,0.299,0.321,-0.021,0.32,0.339,-0.019,206.9,206
304.35,0.271,0.32,-0.049,0.29,0.34,-0.05,199.1,199
304.5,0.258,0.32,-0.062,0.26,0.339,-0.079,190.3,190
304.65,0.246,0.32,-0.074,0.23,0.336,-0.106,179.9,179
304.8,0.22,0.319,-0.099,0.2,0.334,-0.134,167.9,167
304.95,0.207,0.318,-0.111,0.17,0.333,-0.163,153.9,153
